DATE,TIME,OPEN,HIGH,LOW,CLOSE,BollUp1,Boll1,BollDown1,BollUp2,Boll2,BollDown2,BollUp3,Boll3,BollDown3,SuperTrend,MACD,Signal,Histogram,RSI,%K,%D,ADX,ADXR,HistoricalVolatility,Returns,Target
31-Aug-18,10:18:00,11693.5,11693.55,11686,11689.3,11744.17,11708.73,11673.29,11739.11,11708.73,11678.36,11734.05,11708.73,11683.42,11702.85,-5.92,-3.53,-2.39,22.72,4.01,8.1,32.05,28.41,0.39,-6.42E-05,0
31-Aug-18,10:17:00,11693.4,11696.75,11692.4,11693.3,11742.12,11710.14,11678.16,11737.55,11710.14,11682.73,11732.99,11710.14,11687.3,11706.58,-5.16,-2.94,-2.22,25.55,2.15,10.72,29.93,28.2,0.39,0.000342135,1
31-Aug-18,10:16:00,11700.45,11700.5,11693.35,11693.35,11740.69,11711.43,11682.16,11736.51,11711.43,11686.34,11732.33,11711.43,11690.52,11708.81,-4.52,-2.38,-2.13,25.59,4.77,12.25,28.29,27.71,0.39,4.28E-06,1
31-Aug-18,10:15:00,11703.05,11703.15,11700.15,11701,11738.59,11712.81,11687.02,11734.91,11712.81,11690.7,11731.23,11712.81,11694.39,11712.31,-3.64,-1.85,-1.79,32.25,12.44,12.53,26.63,27.29,0.33,0.000654004,1
31-Aug-18,10:14:00,11705.7,11706.15,11702.7,11702.9,11738.04,11713.76,11689.48,11734.57,11713.76,11692.95,11731.1,11713.76,11696.41,11713.33,-3.24,-1.4,-1.84,34.3,17.15,10.57,25.75,26.95,0.36,0.000162366,1
31-Aug-18,10:13:00,11704.55,11706.6,11704.3,11705.85,11737.46,11714.61,11691.75,11734.2,11714.61,11695.01,11730.93,11714.61,11698.28,11713.33,-2.88,-0.94,-1.94,37.78,17.08,7.65,25.25,26.89,0.35,0.000252043,1
31-Aug-18,10:12:00,11703.15,11705.75,11701.85,11704.55,11736.8,11715.11,11693.42,11733.7,11715.11,11696.52,11730.6,11715.11,11699.62,11713.33,-2.68,-0.46,-2.22,35.09,9.8,4.99,24.99,27.26,0.35,-0.000111062,0
31-Aug-18,10:11:00,11703.6,11703.75,11700.3,11702.85,11735.68,11715.78,11695.88,11732.84,11715.78,11698.72,11730,11715.78,11701.57,11713.33,-2.25,0.1,-2.35,31.49,6.18,4.36,24.43,27.89,0.34,-0.000145253,0
31-Aug-18,10:10:00,11708.6,11708.6,11703.35,11703.6,11733.53,11716.63,11699.72,11731.12,11716.63,11702.14,11728.7,11716.63,11704.55,11717.39,-1.5,0.69,-2.19,32.22,2.65,8.79,23.17,27.93,0.35,6.41E-05,1
31-Aug-18,10:09:00,11710.45,11710.45,11707.4,11708.55,11731.07,11717.58,11704.1,11729.14,11717.58,11706.02,11727.21,11717.58,11707.95,11719.86,-0.6,1.23,-1.83,37.57,2.54,17.57,22.27,28.35,0.38,0.000422857,1
31-Aug-18,10:08:00,11712.75,11713.75,11710.15,11710.15,11730.77,11718.42,11706.08,11729,11718.42,11707.85,11727.24,11718.42,11709.61,11723.08,0.06,1.69,-1.63,39.54,3.79,30.39,22.02,28.98,0.38,0.000136643,1
31-Aug-18,10:07:00,11715.65,11716.3,11712.8,11712.9,11729.16,11718.88,11708.59,11727.69,11718.88,11710.06,11726.22,11718.88,11711.53,11711.55,0.74,2.1,-1.36,43.15,6.62,43.87,22.34,29.98,0.38,0.000234811,1
31-Aug-18,10:06:00,11714.65,11715.95,11714.5,11715.45,11728.34,11719.27,11710.19,11727.05,11719.27,11711.49,11725.75,11719.27,11712.79,11711.55,1.31,2.44,-1.12,46.83,28.35,55.24,23.3,31.54,0.38,0.000217685,1
31-Aug-18,10:05:00,11721.5,11722.25,11715,11715.25,11728.45,11719.64,11710.82,11727.19,11719.64,11712.08,11725.93,11719.64,11713.34,11711.55,1.77,2.72,-0.95,46.5,46.55,58.6,24.77,33.11,0.38,-1.71E-05,0
31-Aug-18,10:04:00,11721.25,11723.05,11720.4,11721.5,11729.25,11720.16,11711.08,11727.95,11720.16,11712.38,11726.65,11720.16,11713.68,11711.55,2.34,2.96,-0.62,56.81,66.66,54.83,26.47,34.66,0.35,0.00053335,1
31-Aug-18,10:03:00,11721.6,11722.55,11719.7,11721.4,11730.53,11720.4,11710.27,11729.09,11720.4,11711.72,11727.64,11720.4,11713.17,11711.55,2.4,3.11,-0.71,56.66,71.16,47.06,27.13,35.28,0.35,-8.53E-06,0
31-Aug-18,10:02:00,11723.25,11724.4,11721.8,11721.8,11730.86,11720.5,11710.14,11729.38,11720.5,11711.62,11727.9,11720.5,11713.1,11711.55,2.46,3.29,-0.83,57.37,63.47,40.04,27.95,36.05,0.37,3.41E-05,1
31-Aug-18,10:01:00,11719.15,11723.55,11718.75,11722.95,11730.84,11720.49,11710.15,11729.36,11720.49,11711.62,11727.88,11720.49,11713.1,11710.48,2.45,3.49,-1.05,59.34,45.15,35.27,28.15,36.89,0.37,9.81E-05,1
31-Aug-18,10:00:00,11715.45,11720.75,11715.45,11719.3,11731.51,11720.62,11709.74,11729.95,11720.62,11711.29,11728.4,11720.62,11712.85,11710.48,2.29,3.76,-1.47,54.76,27.69,31.71,28.53,37.57,0.43,-0.000311404,0
31-Aug-18,9:59:00,11717.75,11717.75,11715.4,11716.05,11731.86,11720.84,11709.81,11730.29,11720.84,11711.38,11728.71,11720.84,11712.96,11710.48,2.42,4.12,-1.71,50.12,27.8,30.7,29.53,38.4,0.41,-0.000277359,0
31-Aug-18,9:58:00,11719.8,11721.05,11717.4,11717.7,11731.93,11720.82,11709.71,11730.35,11720.82,11711.29,11728.76,11720.82,11712.88,11710.48,2.88,4.55,-1.67,52.67,36.08,29.65,31.34,39.23,0.44,0.000140823,1
31-Aug-18,9:57:00,11719.45,11719.8,11716.75,11719.55,11732.38,11720.69,11709,11730.71,11720.69,11710.67,11729.04,11720.69,11712.34,11710.48,3.26,4.97,-1.7,55.61,39.64,30.6,32.69,39.81,0.43,0.000157868,1
31-Aug-18,9:56:00,11719.7,11719.85,11718.05,11719.1,11732.38,11720.72,11709.05,11730.72,11720.72,11710.71,11729.05,11720.72,11712.38,11710.48,3.51,5.39,-1.88,55.04,27.36,34.8,34.43,40.68,0.45,-3.84E-05,0
31-Aug-18,9:55:00,11715.05,11719.45,11714.4,11719,11732.38,11720.73,11709.08,11730.71,11720.73,11710.75,11729.05,11720.73,11712.41,11710.48,3.83,5.86,-2.03,54.92,22.63,41.33,35.93,41.42,0.46,-8.53E-06,0
31-Aug-18,9:54:00,11717.35,11717.9,11714.8,11715.45,11732.76,11720.98,11709.2,11731.08,11720.98,11710.88,11729.4,11720.98,11712.56,11710.48,4.19,6.37,-2.18,50.62,22.53,48.06,37.62,42.02,0.45,-0.000302973,0
31-Aug-18,9:53:00,11718.85,11720.5,11717.2,11717.3,11732.16,11721.29,11710.43,11730.61,11721.29,11711.98,11729.06,11721.29,11713.53,11710.48,4.94,6.92,-1.97,53.07,40.82,53.24,39.78,42.94,0.46,0.000157899,1
31-Aug-18,9:52:00,11721.7,11722.65,11718.6,11718.9,11732.04,11721.6,11711.17,11730.55,11721.6,11712.66,11729.06,11721.6,11714.15,11710.48,5.65,7.41,-1.76,55.22,60.68,57.9,41.45,43.93,0.46,0.000136541,1
31-Aug-18,9:51:00,11725.15,11725.15,11721.7,11721.7,11731.96,11721.65,11711.35,11730.49,11721.65,11712.82,11729.01,11721.65,11714.29,11710.48,6.31,7.85,-1.54,59.1,59.99,61.14,42.85,44.67,0.46,0.000238902,1
31-Aug-18,9:50:00,11719.5,11724.6,11718.9,11724.6,11732.08,11721.49,11710.89,11730.57,11721.49,11712.4,11729.05,11721.49,11713.92,11710.48,6.77,8.24,-1.47,63.39,56.26,65.35,43.44,44.64,0.45,0.000247374,1
31-Aug-18,9:49:00,11719.95,11720.1,11717.9,11718.7,11732.17,11721.02,11709.88,11730.58,11721.02,11711.47,11728.98,11721.02,11713.06,11710.48,6.96,8.6,-1.64,57.58,48.45,69.89,44.15,44.66,0.48,-0.000503342,0
31-Aug-18,9:48:00,11722.2,11722.35,11719.95,11720.4,11733.35,11720.73,11708.12,11731.54,11720.73,11709.92,11729.74,11720.73,11711.72,11710.48,7.71,9.01,-1.3,60.13,64.09,76.27,45.63,44.61,0.48,0.000145057,1
31-Aug-18,9:47:00,11725.65,11726.05,11721.25,11722.4,11737.52,11719.92,11702.33,11735.01,11719.92,11704.84,11732.49,11719.92,11707.36,11710.48,8.38,9.34,-0.96,63.2,76.9,80.33,46.62,44.32,0.47,0.000170628,1
31-Aug-18,9:46:00,11725.7,11726.3,11723.95,11725.3,11741.03,11718.87,11696.71,11737.86,11718.87,11699.87,11734.7,11718.87,11703.04,11710.48,8.91,9.58,-0.67,67.86,81.03,80.79,47.27,43.68,0.45,0.000247359,1
31-Aug-18,9:45:00,11723.45,11726.55,11723.15,11726,11743.58,11717.52,11691.46,11739.86,11717.52,11695.18,11736.14,11717.52,11698.91,11709.36,9.16,9.75,-0.59,69,78.95,78.34,47.11,42.73,0.46,5.97E-05,1
31-Aug-18,9:44:00,11721.65,11724.85,11721.65,11723.3,11744.8,11716.12,11687.43,11740.7,11716.12,11691.53,11736.6,11716.12,11695.63,11707.45,9.27,9.9,-0.63,67.01,80.38,75.68,46.93,41.78,0.46,-0.000230284,0
31-Aug-18,9:43:00,11725.65,11726.25,11721.6,11721.65,11745.15,11714.97,11684.79,11740.84,11714.97,11689.1,11736.53,11714.97,11693.41,11707.45,9.56,10.05,-0.5,65.77,84.39,73.64,46.93,40.9,0.46,-0.000140755,0
31-Aug-18,9:42:00,11723.6,11725.8,11723.35,11725.4,11745.84,11713.78,11681.71,11741.26,11713.78,11686.29,11736.68,11713.78,11690.87,11707.45,9.95,10.18,-0.23,71.46,79.23,72.9,46.92,40.04,0.62,0.00031987,1
31-Aug-18,9:41:00,11716.4,11723.35,11716.05,11723.35,11745.32,11712.3,11679.28,11740.6,11712.3,11683.99,11735.88,11712.3,11688.71,11704.09,9.93,10.23,-0.31,70.15,68.79,74.08,46.42,39.19,0.63,-0.000174849,0
31-Aug-18,9:40:00,11715.1,11716.7,11714.3,11715.75,11749.83,11710.07,11670.32,11744.15,11710.07,11675.99,11738.47,11710.07,11681.67,11704.09,9.96,10.31,-0.35,64.55,65.62,78.53,46.1,38.55,0.61,-0.000648489,0
31-Aug-18,9:39:00,11719.3,11720.8,11715.3,11715.3,11755.67,11707.95,11660.23,11748.85,11707.95,11667.05,11742.04,11707.95,11673.86,11704.09,10.63,10.4,0.23,64.18,70.2,83.97,46.42,38.3,0.62,-3.84E-05,0
31-Aug-18,9:38:00,11717.9,11723.1,11717.9,11720,11760.78,11705.64,11650.5,11752.9,11705.64,11658.37,11745.02,11705.64,11666.25,11704.09,11.38,10.34,1.04,71.39,80.69,89.17,46.49,37.89,0.59,0.000401104,1
31-Aug-18,9:37:00,11722.7,11722.7,11717.75,11719.35,11762.47,11703.17,11643.86,11754,11703.17,11652.33,11745.53,11703.17,11660.8,11704.09,11.69,10.08,1.61,70.97,85.13,92.59,45.84,36.96,0.58,-5.55E-05,0
31-Aug-18,9:36:00,11721.55,11726.7,11720.85,11723.75,11764.08,11700.48,11636.87,11755,11700.48,11645.96,11745.91,11700.48,11655.04,11704.09,11.99,9.68,2.31,78.18,91.04,95.1,45.17,36.05,0.56,0.000375377,1
31-Aug-18,9:35:00,11722.2,11724.4,11719.2,11721.4,11763.77,11697.36,11630.95,11754.28,11697.36,11640.44,11744.79,11697.36,11649.93,11703.53,11.74,9.1,2.64,77.02,92.79,96.3,43.59,34.64,0.58,-0.000200468,0
31-Aug-18,9:34:00,11720.2,11727.65,11720.2,11723.2,11761.97,11694.46,11626.94,11752.33,11694.46,11636.59,11742.68,11694.46,11646.23,11703.53,11.5,8.44,3.06,80.04,96.19,97.09,42.03,34.52,0.84,0.000153553,1
31-Aug-18,9:33:00,11718.2,11721.2,11715,11719.85,11759.73,11691.05,11622.37,11749.92,11691.05,11632.18,11740.11,11691.05,11641.99,11698.03,10.83,7.67,3.16,78.59,97.81,96.78,40.08,34.35,0.86,-0.000285799,0
31-Aug-18,9:32:00,11716.4,11718.95,11715.35,11718.5,11754.05,11688.74,11623.42,11744.72,11688.74,11632.75,11735.39,11688.74,11642.08,11696.92,10.17,6.89,3.28,77.99,97.68,95.67,38.34,34.35,0.88,-0.000115196,0
31-Aug-18,9:31:00,11714.55,11717.45,11711.5,11715.8,11747.49,11686.69,11625.88,11738.81,11686.69,11634.56,11730.12,11686.69,11643.25,11693.2,9.31,6.06,3.25,76.78,97.04,94.46,36.62,34.12,0.88,-0.000230431,0
31-Aug-18,9:30:00,11704.3,11714.8,11702.5,11713.2,11740.86,11684.98,11629.09,11732.87,11684.98,11637.08,11724.89,11684.98,11645.06,11686.99,8.36,5.25,3.1,75.59,96.73,93.29,34.87,33.23,0.88,-0.000221947,0
31-Aug-18,9:29:00,11701.2,11706.4,11699.8,11705.05,11734.19,11683.39,11632.59,11726.93,11683.39,11639.84,11719.67,11683.39,11647.1,11683.13,7.28,4.48,2.8,71.29,94.65,91.91,33.16,32.24,0.86,-0.000696038,0
31-Aug-18,9:28:00,11698.8,11702.85,11698.8,11702.35,11729.96,11682.34,11634.73,11723.15,11682.34,11641.53,11716.35,11682.34,11648.33,11680.84,6.63,3.77,2.86,69.65,92.22,89.99,31.96,31.27,0.86,-0.000230696,0
31-Aug-18,9:27:00,11699.55,11700.75,11697.4,11699.7,11726.43,11681.54,11636.65,11720.02,11681.54,11643.06,11713.6,11681.54,11649.47,11678.22,5.98,3.06,2.92,67.98,91.65,86.78,31,30.39,0.86,-0.000226476,0
31-Aug-18,9:26:00,11701.05,11702.15,11696.3,11699.3,11723.21,11680.76,11638.3,11717.15,11680.76,11644.37,11711.08,11680.76,11650.43,11677.17,5.33,2.33,3,67.73,91.21,81.33,30.18,30.56,0.86,-3.42E-05,0
31-Aug-18,9:25:00,11699.2,11701.5,11697.45,11701.5,11719.8,11680,11640.2,11714.11,11680,11645.88,11708.43,11680,11651.57,11676.92,4.47,1.58,2.89,70.53,89.83,74.34,29.3,30.09,0.86,0.000188028,1
31-Aug-18,9:24:00,11697.35,11699.75,11695.25,11699.05,11714.62,11678.93,11643.25,11709.52,11678.93,11648.35,11704.42,11678.93,11653.45,11673.79,3.08,0.86,2.23,69.22,85.02,66.16,28.09,29.73,0.86,-0.000209397,0
31-Aug-18,9:23:00,11680.2,11704.3,11678.35,11697.25,11709.79,11678.03,11646.28,11705.25,11678.03,11650.82,11700.72,11678.03,11655.35,11666.48,1.51,0.3,1.21,68.25,76.18,57.57,26.93,29.16,0.86,-0.00015387,0
31-Aug-18,9:22:00,11676.75,11681.8,11671.3,11681.05,11704.87,11677.18,11649.48,11700.91,11677.18,11653.44,11696.96,11677.18,11657.4,11657.6,-0.33,0,-0.33,56.94,64.38,49.37,25.68,27.96,0.7,-0.001385901,0
31-Aug-18,9:21:00,11671.15,11676.35,11671.15,11675.45,11704.85,11677.17,11649.49,11700.89,11677.17,11653.45,11696.94,11677.17,11657.4,11679.63,-1.03,0.08,-1.11,51.38,56.27,41.54,27,28.01,0.68,-0.000479524,0
31-Aug-18,9:20:00,11673.3,11677.2,11670.25,11671.35,11705.05,11677.37,11649.68,11701.09,11677.37,11653.64,11697.14,11677.37,11657.59,11679.63,-1.33,0.35,-1.68,46.7,48.96,34.12,28.62,28.36,0.68,-0.000351226,0
31-Aug-18,9:19:00,11669.3,11674.45,11668.9,11673.05,11704.91,11677.67,11650.44,11701.02,11677.67,11654.33,11697.13,11677.67,11658.22,11679.63,-1.28,0.78,-2.06,48.5,42.06,28.74,30.35,28.81,0.67,0.000145645,1
31-Aug-18,9:18:00,11664.7,11669,11662.8,11668.25,11704.84,11677.77,11650.71,11700.98,11677.77,11654.57,11697.11,11677.77,11658.44,11679.63,-1.38,1.29,-2.67,42.72,35.16,28.65,31.62,29.22,0.66,-0.000411288,0
31-Aug-18,9:17:00,11666.8,11668.1,11662.2,11664.55,11704.15,11678.17,11652.19,11700.44,11678.17,11655.91,11696.73,11678.17,11659.62,11679.63,-0.98,1.96,-2.94,37.72,25.27,33.73,31.6,29.06,0.64,-0.00031715,0
31-Aug-18,9:16:00,11658.55,11666.5,11658.55,11666.25,11702.31,11678.86,11655.42,11698.96,11678.86,11658.77,11695.61,11678.86,11662.12,11679.63,-0.09,2.69,-2.79,39.18,19.13,43.4,31.32,28.85,0.64,0.00014573,1
31-Aug-18,9:15:00,11675.85,11675.85,11654.8,11658.5,11700.53,11679.5,11658.47,11697.53,11679.5,11661.48,11694.52,11679.5,11664.48,11681.66,0.87,3.39,-2.52,27.26,22.1,56.07,30.58,28.43,0.59,-0.00066453,0
31-Aug-18,9:14:00,11675.85,11675.85,11675.85,11675.85,11692.59,11680.56,11668.53,11690.87,11680.56,11670.25,11689.15,11680.56,11671.97,11686.99,2.88,4.02,-1.13,45.99,41.61,69.98,29.78,28.15,0.26,0.001487078,1
03-Sep-18,15:29:00,11571.5,11574.75,11569.85,11571.05,11593.99,11576.06,11558.12,11591.43,11576.06,11560.68,11588.87,11576.06,11563.25,11584.69,-8.8,-10.36,1.56,29.23,27.1,23.39,52.92,55.32,0.37,-0.009016317,0
03-Sep-18,15:28:00,11573.7,11574.3,11571.3,11572.7,11597.82,11577.09,11556.36,11594.86,11577.09,11559.32,11591.9,11577.09,11562.28,11584.69,-9.18,-10.75,1.57,30.78,29.41,20.48,53.73,55.76,0.38,0.000142587,1
03-Sep-18,15:27:00,11574.25,11574.95,11572.45,11573.2,11601.74,11578.13,11554.53,11598.37,11578.13,11557.9,11594.99,11578.13,11561.27,11584.69,-9.71,-11.15,1.44,31.25,26.67,16.78,54.83,56.4,0.44,4.32E-05,1
03-Sep-18,15:26:00,11571.8,11575.45,11571.35,11573.65,11606.81,11579.38,11551.96,11602.89,11579.38,11555.88,11598.97,11579.38,11559.8,11584.69,-10.29,-11.51,1.22,31.65,20.19,13.36,56.2,57.41,0.47,3.89E-05,1
03-Sep-18,15:25:00,11569.9,11571.85,11569.55,11571.35,11608.75,11580.3,11551.86,11604.68,11580.3,11555.92,11600.62,11580.3,11559.99,11584.69,-10.92,-11.81,0.89,27.22,13.6,10.23,57.68,57.94,0.47,-0.000198747,0
03-Sep-18,15:24:00,11569.6,11570.95,11568.5,11569.8,11608.96,11581.11,11553.26,11604.98,11581.11,11557.24,11601,11581.11,11561.22,11584.69,-11.34,-12.03,0.69,24.15,12.55,8.8,58.02,57.89,0.47,-0.00013396,0
03-Sep-18,15:23:00,11574.7,11575,11567.4,11570.65,11609.52,11582.24,11554.96,11605.62,11582.24,11558.86,11601.72,11582.24,11562.76,11586.45,-11.56,-12.2,0.65,24.68,10.91,7.36,58.06,57.97,0.48,7.35E-05,1
03-Sep-18,15:22:00,11570.85,11575.05,11570.85,11574.4,11609.72,11583.33,11556.94,11605.95,11583.33,11560.71,11602.18,11583.33,11564.48,11586.45,-11.75,-12.36,0.62,27.12,9.53,6.68,58.1,58.16,0.48,0.000324043,1
03-Sep-18,15:21:00,11572.5,11572.7,11569.6,11570.95,11611.75,11584.5,11557.25,11607.86,11584.5,11561.14,11603.97,11584.5,11565.03,11586.45,-12.2,-12.52,0.32,20.39,4.55,6.12,58.49,58.61,0.46,-0.000298116,0
03-Sep-18,15:20:00,11575.3,11575.5,11569.9,11572,11612.07,11585.82,11559.57,11608.32,11585.82,11563.32,11604.57,11585.82,11567.07,11588.67,-12.25,-12.6,0.35,20.94,6.46,7.75,58.08,58.59,0.46,9.07E-05,1
03-Sep-18,15:19:00,11578.95,11579.75,11574.35,11574.75,11612.41,11587.18,11561.95,11608.81,11587.18,11565.55,11605.2,11587.18,11569.16,11592.92,-12.25,-12.68,0.44,22.4,5.37,9.36,57.66,57.55,0.53,0.000237614,1
03-Sep-18,15:18:00,11578.1,11580,11576.4,11578.7,11612.95,11588.43,11563.91,11609.45,11588.43,11567.42,11605.95,11588.43,11570.92,11594.04,-12.34,-12.79,0.45,24.69,7.49,10.84,57.57,56.61,0.55,0.000341202,1
03-Sep-18,15:17:00,11578.15,11579.85,11576.45,11577.35,11617.84,11590.01,11562.18,11613.87,11590.01,11566.16,11609.89,11590.01,11570.13,11594.55,-12.68,-12.91,0.22,22.16,6.75,11.12,57.66,55.81,0.55,-0.0001166,0
03-Sep-18,15:16:00,11579.5,11582.4,11576.7,11578.45,11624.57,11592.05,11559.53,11619.92,11592.05,11564.18,11615.28,11592.05,11568.82,11596.64,-12.8,-12.96,0.16,22.74,12.68,11.72,57.72,54.94,0.57,9.50E-05,1
03-Sep-18,15:15:00,11585.2,11586.35,11578,11579.7,11629.84,11594.06,11558.28,11624.73,11594.06,11563.39,11619.62,11594.06,11568.5,11598.89,-12.87,-13,0.13,23.38,14.52,12.12,57.79,53.86,0.58,0.000107953,1
03-Sep-18,15:14:00,11583.1,11587.4,11583.1,11584.3,11637.02,11596.38,11555.74,11631.22,11596.38,11561.55,11625.41,11596.38,11567.35,11598.89,-12.9,-13.04,0.13,25.89,12.78,13.12,57.98,52.76,0.58,0.000397168,1
03-Sep-18,15:13:00,11581,11583.65,11581,11583.65,11646.15,11598.82,11551.49,11639.38,11598.82,11558.25,11632.62,11598.82,11565.01,11598.89,-13.23,-13.07,-0.16,24.83,8.87,14.24,58.61,51.87,0.57,-5.61E-05,0
03-Sep-18,15:12:00,11586.75,11586.75,11579.6,11580.65,11654.8,11601.51,11548.23,11647.19,11601.51,11555.84,11639.58,11601.51,11563.45,11600.58,-13.38,-13.03,-0.35,19.94,9.76,15.25,58.2,50.38,0.54,-0.000259019,0
03-Sep-18,15:11:00,11590.85,11592.45,11587.6,11587.75,11661.85,11604.51,11547.17,11653.66,11604.51,11555.36,11645.47,11604.51,11563.55,11604.02,-13.08,-12.94,-0.13,23.27,14.65,14.54,57.76,49.02,0.53,0.000612904,1
03-Sep-18,15:10:00,11592.8,11595.7,11590.25,11590.65,11668.98,11607.24,11545.5,11660.16,11607.24,11554.32,11651.34,11607.24,11563.14,11604.02,-13.22,-12.91,-0.31,24.84,19.56,12.02,57.87,48.1,0.54,0.000250233,1
03-Sep-18,15:09:00,11597.7,11598.55,11591.7,11592.5,11675.36,11609.89,11544.43,11666,11609.89,11553.78,11656.65,11609.89,11563.13,11604.02,-13.51,-12.83,-0.67,25.88,18.35,8.84,58.22,47.25,0.53,0.000159599,1
03-Sep-18,15:08:00,11590.75,11597.9,11590.75,11597,11680.47,11612.44,11544.4,11670.75,11612.44,11554.12,11661.03,11612.44,11563.84,11604.02,-13.87,-12.67,-1.2,28.57,13.93,6.24,58.74,46.65,0.53,0.000388107,1
03-Sep-18,15:07:00,11587.1,11591.2,11586.9,11591.1,11685.53,11614.85,11544.16,11675.43,11614.85,11554.26,11665.34,11614.85,11564.36,11604.02,-14.58,-12.37,-2.21,18.21,6.2,4.73,59.11,46.33,0.47,-0.000508882,0
03-Sep-18,15:06:00,11591.3,11591.35,11584.25,11586.7,11688.92,11617.63,11546.34,11678.73,11617.63,11556.52,11668.55,11617.63,11566.7,11604.02,-14.68,-11.81,-2.87,9.09,2.04,4.46,57.44,45.37,0.47,-0.000379674,0
03-Sep-18,15:05:00,11592.15,11594.05,11590.4,11591.25,11689.93,11620.64,11551.35,11680.03,11620.64,11561.25,11670.13,11620.64,11571.15,11607.89,-14.14,-11.1,-3.05,10.18,3.67,4.65,55.65,44.6,0.48,0.000392615,1
03-Sep-18,15:04:00,11596.65,11597.65,11591.3,11591.35,11689.44,11623.17,11556.9,11679.97,11623.17,11566.37,11670.5,11623.17,11575.83,11610.14,-13.71,-10.33,-3.38,10.21,5.36,4.31,53.96,44.02,0.47,8.63E-06,1
03-Sep-18,15:03:00,11595.4,11596.65,11591.9,11596.65,11687.53,11625.68,11563.84,11678.69,11625.68,11572.67,11669.86,11625.68,11581.51,11610.14,-12.98,-9.49,-3.49,11.61,6.39,3.37,52.17,43.67,0.47,0.000457133,1
03-Sep-18,15:02:00,11598.1,11598.85,11592.55,11596.05,11685.79,11627.95,11570.11,11677.53,11627.95,11578.37,11669.27,11627.95,11586.63,11611.75,-12.39,-8.62,-3.78,10.31,4.83,2.49,49.93,43.14,0.46,-5.17E-05,0
03-Sep-18,15:01:00,11598.7,11601.1,11597.85,11597.85,11682.26,11630.22,11578.18,11674.83,11630.22,11585.62,11667.39,11630.22,11593.05,11615.2,-11.4,-7.67,-3.73,10.75,3.01,2.25,47.54,42.75,0.46,0.000155213,1
03-Sep-18,15:00:00,11608.85,11609.5,11596.2,11598.55,11677.82,11632.53,11587.24,11671.35,11632.53,11593.71,11664.88,11632.53,11600.18,11619.24,-10.16,-6.74,-3.42,10.92,1.94,2.35,45.14,42.67,0.46,6.04E-05,1
03-Sep-18,14:59:00,11615.45,11615.45,11608.2,11608.7,11671.21,11634.91,11598.6,11666.03,11634.91,11603.78,11660.84,11634.91,11608.97,11625.61,-8.49,-5.88,-2.61,13.83,0.69,2.54,42.55,42.31,0.39,0.000874727,1
03-Sep-18,14:58:00,11617.05,11618.8,11616.05,11616.05,11666.95,11636.86,11606.77,11662.65,11636.86,11611.07,11658.35,11636.86,11615.36,11630.12,-7.28,-5.23,-2.04,16.84,1.98,4.18,40.28,41.02,0.37,0.000632945,1
03-Sep-18,14:57:00,11623.75,11623.75,11616.45,11616.7,11663.92,11638.43,11612.95,11660.28,11638.43,11616.59,11656.64,11638.43,11620.23,11633.29,-6.36,-4.72,-1.64,17.15,3.64,7.94,38.34,39.88,0.4,5.60E-05,1
03-Sep-18,14:56:00,11629.9,11631.1,11622.5,11623.8,11658.23,11639.85,11621.47,11655.6,11639.85,11624.1,11652.98,11639.85,11626.72,11639,-5.17,-4.31,-0.86,21.03,3.51,13.9,36.28,38.82,0.38,0.000611002,1
03-Sep-18,14:55:00,11635,11635.55,11629.7,11630.6,11653.46,11640.7,11627.94,11651.64,11640.7,11629.76,11649.82,11640.7,11631.59,11643.32,-4.3,-4.09,-0.21,26.34,2.9,22.42,34.56,37.93,0.33,0.000584836,1
03-Sep-18,14:54:00,11637.45,11638.7,11634.8,11634.85,11651.48,11640.99,11630.5,11649.98,11640.99,11632,11648.48,11640.99,11633.5,11646.68,-3.82,-4.04,0.22,30.87,8.86,33.29,33.55,37.61,0.32,0.000365349,1
03-Sep-18,14:53:00,11639.4,11640.55,11637.45,11637.6,11650.67,11641.17,11631.66,11649.31,11641.17,11633.02,11647.95,11641.17,11634.38,11648.73,-3.58,-4.1,0.51,34.42,20.79,45.18,33.29,37.89,0.32,0.000236331,1
03-Sep-18,14:52:00,11641,11641.05,11638.55,11639.65,11650.47,11641.41,11632.35,11649.17,11641.41,11633.64,11647.88,11641.41,11634.94,11648.73,-3.51,-4.22,0.72,37.39,33.44,53.03,33.55,38.51,0.32,0.000176138,1
03-Sep-18,14:51:00,11641.4,11643.3,11640.8,11641.05,11650.63,11641.59,11632.56,11649.34,11641.59,11633.85,11648.05,11641.59,11635.14,11648.73,-3.57,-4.4,0.84,39.56,46.08,55.51,34.08,39.19,0.37,0.000120271,1
03-Sep-18,14:50:00,11642.4,11643.3,11640.4,11640.85,11651.35,11641.83,11632.31,11649.99,11641.83,11633.67,11648.63,11641.83,11635.03,11648.73,-3.74,-4.61,0.88,39.09,57.29,52.18,35.17,39.69,0.37,-1.72E-05,0
03-Sep-18,14:49:00,11643.85,11644.55,11641.95,11642.75,11654.74,11642.41,11630.09,11652.98,11642.41,11631.85,11651.21,11642.41,11633.61,11648.73,-3.88,-4.83,0.96,41.97,68.29,45.5,36.34,39.47,0.37,0.000163205,1
